시설물라벨명칭,시설물종류명,시설물용도분류명,시설물 수,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
C281036_화곡4동 842-11(고정1) 삼성 아파트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C211046_방화2동 648-57(고정2)잼잼어린이집방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C301038_화곡8동 887-11(고정1) 율창 아파트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-17 0:31,,,,,
C211042_방화2동 617-22(고정2)방화빌라방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311055_화복본동 24-283(고정1) 화곡본동 주민센터 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C171014_등촌고등학교 정문(고정2) (1시 보라유치원),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311055_화복본동 24-283(고정2) 초록마을로6길 1 엘림할인마트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C221016_방화3동 804(고정2)개화사방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C211049_방화2동(개화동) 246-13(고정1),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C271023_화곡3동 1036-12(고정2) 화곡로21길 71 스위트드림 아파트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C171013_등명중학교 정문(고정2) (1시 등촌고등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C301035_화곡8동 332-42 (고정2) 초록마을로 157-4 엘지타운6차 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C211040_방화동 645-42(고정2)형제아파트방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311058_화곡본동 105-191(고정1) 강서로 26길 35-20 쌍용 빌라트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C271024_화곡3동 1020-17(고정2) 강서로41길 48 광영다모은정 아파트 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C121001_가양2동 1481 가양5단지 501동 앞(고정2) (7시 가양역1번출구),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C271024_화곡3동 1020-17(고정1) 대원공원 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C251086_화곡1동 904-13(보조1) 호돌이공원 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C211044_방화2동(개화동) 560-20(고정3)내촌공원방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C221015_방화3동 812-3(고정1)금낭화로19길35방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311038_화곡본동 56-501(보조1) 초록마을로22길 33 성은빌라 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C241038_우장산동(내발산동) 651-15(고정2) 한국SGI강서문화회관방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-11-25 0:31,,,,,
C121001_가양2동 1481 가양5단지 501동 앞(고정1) (1시 대림경동아파트),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311058_화곡본동 105-191(고정2) 노을공원 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C171013_등명중학교 정문(고정1) (7시 등촌성원아파트),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C211044_방화2동(개화동) 560-20(고정1)개화동록17길11방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C311056_화곡본동 26-17(고정1) 화곡로 42나길 14-8 효성하이츠빌라 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C301034_화곡8동 152-16(고정2) 초록마을로 138-1 금성주택 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C221016_방화3동 804(고정1)방원중학교방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C171012_등촌3동 681-1(고정2) (7시 등촌근린공원),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C171014_등촌고등학교 정문(고정1) (7시 등촌주공4.5단지앞 사거리),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C211042_방화2동 617-22(고정1)방화동로3길52방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C211047_방화2동 645-19(고정2)신광빌딩방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C171012_등촌3동 681-1(고정1) (1시 양천향교역),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C301035_화곡8동 404-21(고정2) 샛별어린이집방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2020-01-11 12:31,,,,,
C301039_화곡8동 392-23(고정1) 배다리공원 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C301035_화곡8동 404-21(고정1) 우리약국방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2020-01-11 12:31,,,,,
C211047_방화2동 645-19(고정1)개화동로23길6-11방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C301034_화곡8동 152-16(고정3) 강서로 18바길 20 황제빌리지 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C301034_화곡8동 152-16(고정1) 강서로 18마길 34-2 엘지타운7차 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C211040_방화동 645-42(고정1)에어포트주유소방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C211044_방화2동(개화동) 560-20(고정2)개화치안센터방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C271023_화곡3동 1036-12(고정1) 화곡로21길43 CU편의점 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C261010(A3001)_화곡2동 459-22(보조1) 골말 어린이공원 방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C211049_방화2동(개화동) 246-13(고정2)개화길84방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C191018_발산1동(내발산동) 696-11(고정2) (5시 금성맨션),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C221015_방화3동 812-3(고정2)능말경로당방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-14 18:07,,,,,
C141011(A1016)_공항동 677,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C301011(A1133)_화곡8동 895-1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C281006(A1102)_화곡4동 824-13,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251086_화곡1동 904-13,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C231001_염창동 244-38,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C291005(A1120)_화곡6동 963-20,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C311010(A1144)_화곡본동 56-62,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C201006(A1055)_방화1동 609-92,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C111002_가양1동 251-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C311008_화곡본동 56-209,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C211001(A1058)_방화2동 583-25,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C241012(A1108)_우장산동 1061-36,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C291002(A1117)_화곡6동 1131-2,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C241010(A1106)_우장산동 1059-19,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C271021_화곡3동 1039-7,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2020-07-08 12:31,,,,,
C231003(A1069)_염창동 280-21,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C141008(A1012)_공항동 55-135,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C241038_우장산동(내발산동) 651-15(고정1) 공항대로38길 71방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-11-25 0:31,,,,,
C261012(A3003)_화곡2동 865-2,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S192008(A3009)_발산1동 714(발산초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S222003(A2022)_(도로방범)방화동 418-4(치현초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C191008_발산1동 223-4(남부순환로 19길 50),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S122001(A2001)_가양2동 1473(탑산초등학교)(도로방범),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251027(A3041)_화곡1동 352-48,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S232004(A2029)_염창동 45-4(염동초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C151006(A2010)_등촌1동 647-32,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
I146001_국내선2층(고장-철거),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-07-23 0:31,,,,,
C191013(A5023)_발산동 산60(덕원예고),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251012(A2038)_화곡1동 362-102,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C151005(A2009)_등촌1동 637-12,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C281010(A3006)_화곡4동 802-1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C171006_등촌3동 667-16 - 카메라 1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C261011(A3002)_화곡2동 852-20,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S282002(A3029)_화곡4동 488-2(한광고등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C311037(A3023)_화곡본동 56-260,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S242004(A5022)_(스쿨존)우장산동 73-23(우장초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C281009_화곡4동 785-11,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C301013(A3018)_화곡8동 398-17,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C311038(A3024)_화곡본동 56-501,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C291008(A3013)_화곡6동 1128-9,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C161009(A2015)_등촌2동 565-20,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C141013(A2006)_공항동 14-70,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251015(A2041)_화곡1동 372-69,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251013(A2039)_화곡1동 367-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C291010(A3015)_화곡6동 990-15,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C161007(A2012)_등촌2동 365-8,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251008(A2034)_화곡1동 346-26,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S252004(A2048)_(스쿨존)화곡1동 376-24(월정초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C221001(A2026)_방화3동 128-1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S242003(A3012)_우장산동 706-13(내발산초등학교 후문),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P243001_(A3010)(공원)개나리공원(우장산동 75-3),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S312003(A3020)_(도로방범)화곡본동 102-21(화일초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251004(A2030)_화곡1동 1087,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C211008(A2004)_개화동 418-194,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P113001(A5026)_(공원)_궁산공원 뒤쪽,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C261010(A3001)_화곡2동 459-22,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C211007_개화동 241-12,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251031_화곡1동 370-109,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S262002(A3026)_화곡2동 871-35(신정초등학교)곰달래로31길 33방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-10-15 14:43,,,,,
C251021(A2047)_화곡1동 932-8,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S312004(A3025)_(어린이)화곡본동 24-281(화곡초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C141014(A2008)_공항동 60-38,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2020-05-14 12:31,,,,,
S112002_가양1동 277-1(양천초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P223007(A5030)_방화3동 855 방화공원 꿩고개화장실,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P223006(A5029)_방화3동 855 방화공원 입구,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C311016_화곡본동 105-99 - 카메라 1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C201012(A4044)_방화1동 580-43,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2020-05-16 12:31,,,,,
S162002(A2013)_(도로방범)등촌2동 520-4(등촌초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S292002(A3016)_(스쿨존)화곡6동 1130-7(등서초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C151007(A2011)_등촌1동 654-42,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C241019_우장산동 675-20,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C301027(A3022)_화곡8동 410-206,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251017(A2043)_화곡1동 400-72,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P283001_(A3007)화곡4동 806-10(무지개공원),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
"S222004(A2024)_방화동 813-17(치현초등학교)(407동,408동 사이)",CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C201008(A2021)_방화1동 249-10,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S192003(A3011)_내발산동 730-1(내발산초등학교 정문 부근)내발산초등학교 정문방향,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-08-18 12:31,,,,,
P113002(A5027)_(공원)궁산공원 입구,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S212001(A2025)_방화2동 542-2(방화초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C161010(A2016)_등촌2동 574-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251014(A2040)_화곡1동 369-11,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251009(A2035)_화곡1동 346-85,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251016(A2042)_화곡1동 379-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251011(A2037)_화곡1동 359-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251019(A2045)_화곡1동 426-5,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251018(A2044)_화곡1동 424-34,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C211009(A2005)_개화동 461-34,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251007(A2033)_화곡1동 343-64,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251005_화곡1동 1078-27,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
P303001_(A3019)대무공원 (화곡8동 409-57),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251020(A2046)_화곡1동 909-1,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
S232003(A2028)_(도로방범)염창동 79(염경초등학교),CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C251034_화곡1동 1088-6,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C191012(A5009)_발산1동 716-24,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C201009(A4034)_방화1동 575-25,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
C291013(A4028)_화곡6동 29-221,CTV,POC,1,방범용,,,,,,D,0,,,MGD,341,Y,,N,,,,MG,,,2019-02-23 12:33,2019-03-06 10:57,,,,,
